,X,Y,Z,Roll,Pitch,Yaw
830,-16.8008,-53.5882,119.046,42.2045,14.7367,-67.0889
831,-16.8329,-53.541,119.212,42.2377,13.785,-66.2172
832,-16.7816,-53.3619,119.416,42.227,13.5859,-66.004
833,-16.8067,-53.3343,119.294,42.1106,14.0762,-66.6036
834,-16.6826,-53.2223,119.541,42.475,13.3935,-65.9872
835,-16.9038,-53.6243,119.985,42.2807,14.508,-67.039
836,-17.6833,-54.726,122.029,40.4403,18.95,-71.2766
837,-18.0072,-54.7358,121.834,38.8242,21.429,-74.5428
838,-18.1595,-55.0798,123.228,42.0193,13.1389,-65.4288
839,-18.824,-55.7403,123.593,39.2791,19.981,-73.2333
840,-19.3935,-56.6527,123.855,40.1436,18.8447,-72.2162
841,-19.4514,-56.3439,125.422,42.9024,11.9482,-64.9497
842,-19.6028,-56.4704,124.778,41.6326,15.489,-68.3195
843,-19.4649,-56.3677,124.655,41.3684,16.874,-69.9056
844,-19.8016,-56.6684,125.181,41.6572,16.9484,-69.8179
845,-19.9788,-56.8488,125.51,41.7701,17.1361,-69.9179
846,-20.1676,-56.997,125.728,41.9816,16.9715,-69.7215
847,-20.1881,-56.892,125.922,42.4017,16.1233,-68.8723
848,-20.2145,-56.8449,126.152,42.656,15.9323,-68.647
849,-20.3402,-56.8911,126.232,42.5385,16.5623,-69.1807
850,-20.4027,-56.9886,126.427,42.6355,16.8557,-69.392
851,-20.4475,-57.1413,126.682,42.8282,16.6874,-69.158
852,-20.647,-57.5648,126.896,42.9024,16.8594,-69.1761
853,-20.8335,-57.9334,127.087,43.3976,15.9481,-67.9517
854,-21.0539,-57.7147,127.427,44.9665,11.6201,-62.7685
855,-20.5868,-57.1149,127.114,45.7575,8.90931,-59.6874
856,-20.1064,-56.452,126.698,45.928,10.7402,-60.3705
857,-19.5478,-56.5606,126.589,46.6312,8.74699,-58.1038
858,-19.4083,-56.4131,126.979,47.4284,3.33581,-53.4005
859,-19.4963,-56.7953,126.859,47.3447,4.0035,-53.3967
860,-19.3079,-57.0183,126.239,46.9976,5.3402,-54.6079
861,-19.4734,-57.4102,126.535,47.3542,5.21552,-53.8827
862,-20.0308,-58.0045,127.073,47.6262,1.05382,-49.6951
863,-19.8285,-57.3196,127.037,48.132,1.03902,-49.3144
864,-19.8608,-57.4727,126.452,48.2019,0.712308,-48.964
865,-19.6282,-56.5356,126.756,49.2295,-0.00485879,-47.9194
866,-19.6306,-56.818,126.999,49.1823,-0.225864,-47.881
867,-18.8965,-55.6126,126.198,51.4352,1.33231,-48.4946
868,-19.1973,-56.1075,127.19,53.2026,-3.46719,-45.116
869,-19.2287,-56.3449,127.181,54.098,1.49769,-47.7965
870,-19.4906,-57.2831,126.892,54.9188,0.555583,-46.7503
871,-18.7385,-56.5421,126.08,55.7044,1.0612,-47.0114
872,-19.3031,-57.2611,126.818,56.0823,-1.32482,-44.9659
873,-19.6295,-57.249,126.697,55.7422,-2.77389,-43.9852
874,-19.4493,-57.1789,126.542,55.8345,-0.770906,-45.3063
875,-19.5634,-57.184,126.735,56.011,-2.35332,-44.3248
876,-19.6389,-57.0069,126.829,56.2052,-3.37804,-43.9204
877,-19.6842,-56.0948,126.301,56.2266,-0.707429,-46.1046
878,-19.329,-55.7877,126.065,56.5039,0.0331184,-46.9529
879,-19.7034,-56.3683,126.783,56.6357,-2.94063,-45.096
880,-19.8135,-56.442,126.866,56.7932,-1.63229,-46.075
881,-19.8398,-56.6595,126.876,56.8538,-0.755404,-46.6973
882,-20.1919,-57.3303,127.328,57.1487,-0.383592,-46.9282
883,-20.4676,-57.7068,127.557,57.3835,-1.11458,-46.468
884,-20.6828,-57.8436,127.788,57.6498,-1.8301,-45.9371
885,-20.9045,-57.2883,127.682,58.3771,-5.38837,-43.299
886,-20.6952,-57.6111,128.762,58.7493,-8.47596,-41.1907
887,-20.475,-57.213,128.237,59.0111,-5.65231,-41.5961
888,-20,-57.3165,127.6,58.9637,-7.17193,-40.3892
889,-19.5473,-57.4093,128.426,59.5178,-7.06902,-39.2424
890,-19.952,-57.5552,128.155,58.8422,-9.41692,-36.9946
891,-19.7206,-57.9595,127.932,58.2062,-12.1765,-34.5638
892,-19.2329,-57.608,127.66,58.8704,-9.10644,-35.6476
893,-19.1941,-57.1444,128.414,58.3586,-18.0112,-30.6319
894,-19.6615,-57.8815,127.907,57.7553,-16.7244,-30.759
895,-19.3939,-57.8995,128.501,58.9152,-14.2491,-32.0936
896,-19.6104,-57.6146,128.162,58.2978,-16.9073,-30.3016
897,-19.6762,-57.7334,128.073,58.4627,-16.3308,-30.481
898,-19.7925,-57.9866,128.047,58.7838,-15.7975,-30.7289
899,-20.0798,-58.3733,127.892,58.7631,-18.029,-29.83
900,-20.4664,-59.2244,128.363,59.2662,-14.9045,-31.1283
901,-20.544,-59.4527,128.412,59.3208,-15.1203,-31.0356
902,-20.8217,-59.7467,128.284,59.1584,-16.1978,-30.475
903,-21.2649,-60.4978,128.897,59.0646,-18.4362,-29.269
904,-21.488,-60.7252,129.254,58.9809,-19.6803,-28.6151
905,-21.7312,-61.0839,129.424,58.9101,-18.2161,-29.3099
906,-22.2056,-61.6052,129.852,59.0127,-17.4949,-29.5976
907,-22.2327,-61.2196,130.299,59.2666,-19.1771,-28.5413
908,-22.3572,-61.4216,130.142,59.5623,-15.9137,-30.7615
909,-22.6334,-62.1557,130.53,59.7449,-16.0664,-30.6628
910,-22.8155,-62.175,131.26,59.8184,-16.7359,-30.3148
911,-23.2666,-62.7796,131.85,59.9035,-17.1123,-30.1945
912,-23.3283,-62.9018,132.134,60.1072,-16.4876,-30.5044
913,-23.4495,-63.0193,132.306,60.0657,-16.997,-30.2584
914,-23.5425,-63.0135,132.36,60.1314,-16.4146,-30.5044
915,-23.5868,-62.9849,132.534,60.2348,-16.4945,-30.4849
916,-23.6343,-62.9893,132.675,60.2603,-16.9659,-30.2896
917,-23.7623,-63.0282,132.88,60.3791,-17.14,-30.2651
918,-23.7784,-63.1354,132.892,60.4242,-17.1423,-30.3959
919,-23.915,-63.3086,132.93,60.533,-16.75,-30.7498
920,-24.004,-63.3648,133.093,60.5762,-17.5006,-30.5446
921,-24.9151,-64.5742,134.595,60.8207,-22.1058,-29.1945
922,-25.1081,-65.1112,132.971,61.7393,-6.93168,-36.3785
923,-24.8752,-64.1881,133.828,62.2926,-13.2789,-34.0029
924,-25.3255,-64.6409,135.195,62.2071,-18.037,-31.804
925,-25.0007,-64.1726,134.305,61.9999,-16.9374,-32.2832
926,-24.6271,-63.5061,133.922,62.5761,-15.1237,-32.7702
927,-24.0133,-63.0217,133.233,61.1921,-18.319,-30.7218
928,-23.7054,-63.0175,132.164,60.0955,-19.1599,-29.6186
929,-22.2448,-61.731,130.896,61.4366,-5.66079,-35.8279
930,-22.0257,-61.2798,131.645,61.0845,-12.8993,-31.8435
931,-22.4173,-61.3,131.343,59.2175,-18.8696,-28.6625
932,-22.0958,-60.9744,129.602,59.0869,-13.4593,-31.3473
933,-22.1583,-60.665,132.029,61.252,-13.5581,-31.1672
934,-21.7696,-60.3538,131.029,59.9683,-15.4127,-30.5733
935,-21.5958,-60.226,130.883,59.968,-14.8236,-30.8721
936,-21.22,-59.868,129.733,59.1457,-15.4144,-30.712
937,-20.1693,-58.8129,130.549,59.8316,-15.1254,-30.6414
938,-20.2368,-58.7874,130.749,59.1434,-16.5083,-29.5854
939,-20.0155,-59.0056,128.002,58.4418,-7.65643,-33.9073
940,-20.6729,-58.7364,130.331,57.8933,-18.9439,-27.6022
941,-19.9639,-58.3285,129.039,58.159,-15.7848,-29.8246
942,-19.814,-58.0404,129.121,58.1296,-16.8955,-29.2979
943,-19.6379,-57.7156,129.012,58.2444,-16.7022,-29.4571
944,-19.4976,-57.5147,128.776,58.1809,-16.4825,-29.6206
945,-19.2828,-57.4368,128.513,58.2157,-14.8784,-30.5104
946,-19.1386,-57.495,128.41,58.3065,-13.2663,-31.3322
947,-18.6981,-57.1055,127.172,57.6284,-11.2548,-32.4077
948,-19.0574,-57.651,128.027,57.8411,-12.8543,-31.5095
949,-19.3529,-57.4308,126.279,56.922,-10.253,-32.819
950,-19.3542,-57.0644,128.682,58.3633,-14.3503,-30.4443
951,-19.0211,-56.8461,127.649,57.1153,-17.2235,-29.2193
952,-18.1957,-55.0088,125.792,56.153,-17.6693,-29.6429
953,-17.3208,-54.3904,125.396,57.5467,-10.7412,-34.3136
954,-18.2991,-55.997,127.114,58.1349,-8.07883,-36.3757
955,-18.7646,-56.7248,126.697,57.6789,-6.81626,-37.8247
956,-18.4321,-55.9406,125.31,57.848,-2.29719,-41.098
957,-18.8114,-55.9806,126.135,58.0544,-6.83223,-39.665
958,-19.4409,-56.3473,127.314,58.0744,-7.64869,-39.5989
959,-19.4546,-55.55,126.553,57.946,-6.35226,-41.6537
960,-18.3722,-54.3989,125.53,58.3255,-1.30151,-45.7359
961,-18.8651,-54.5413,125.985,58.1492,-1.60155,-46.9924
962,-19.3854,-55.7251,126.378,57.5203,4.82936,-51.1775
963,-19.2468,-55.4999,125.517,56.4471,10.1889,-56.1013
964,-19.4437,-55.9507,125.721,56.5494,8.37941,-56.2136
965,-20.0212,-55.9371,125.97,55.8491,10.4581,-58.0866
966,-20.1505,-55.7214,125.558,54.6749,15.098,-62.3436
967,-19.7542,-54.8599,125.179,55.2422,10.9736,-60.9933
968,-20.2063,-54.895,125.22,53.2942,16.9076,-66.9028
969,-20.0981,-54.6914,124.922,52.5069,18.8182,-69.2922
970,-19.8548,-55.1939,125.106,53.2137,15.18,-67.4703
971,-19.7701,-55.1789,125.099,51.9075,20.0531,-70.8817
972,-19.8634,-55.7084,124.416,51.495,20.9369,-71.9962
973,-20.0468,-55.8001,124.534,51.9956,18.5039,-70.3154
974,-20.193,-56.2808,124.424,51.6902,18.9164,-70.7466
975,-20.2911,-56.8255,124.213,51.2957,19.2333,-71.0306
976,-20.1597,-56.9098,124.039,51.0437,19.224,-71.0103
977,-19.1046,-55.3105,122.108,49.8345,18.1472,-70.6376
978,-19.3872,-56.4822,123.219,49.9354,18.8093,-70.9722
979,-19.1904,-55.7546,122.693,49.817,18.5215,-70.7373
980,-18.981,-55.4493,122.414,49.6196,18.299,-70.6534
981,-18.723,-55.163,122.195,49.4111,18.2609,-70.6455
982,-18.5686,-54.9991,122.055,49.1817,18.4214,-70.7419
983,-18.2917,-54.8499,121.626,48.778,18.634,-70.95
984,-18.1842,-54.7075,121.577,48.6691,18.6464,-70.9248
985,-18.0892,-54.4915,121.323,48.5218,18.8045,-71.0638
986,-17.9221,-54.2813,121.042,48.4046,18.6627,-70.9433
987,-17.8413,-54.2089,120.882,48.4259,18.2127,-70.565
988,-17.6189,-53.8891,120.55,48.3811,18.0791,-70.3798
989,-17.5023,-53.6691,120.251,48.2377,18.3134,-70.495
990,-17.197,-53.1501,119.843,48.2333,18.2826,-70.3748
991,-16.9418,-52.8753,119.753,48.3458,17.9524,-70.0559
992,-16.8182,-52.7512,119.4,48.1136,18.3371,-70.3772
993,-16.7123,-52.6946,119.069,47.9758,18.5431,-70.654
994,-16.6185,-52.8213,118.823,47.8731,18.27,-70.628
995,-16.6676,-52.7597,118.689,47.7688,18.2202,-70.7107
996,-16.7127,-52.6331,118.572,47.6822,18.3195,-70.8502
997,-16.6614,-52.3299,118.546,47.9255,17.4027,-70.1865
998,-16.5715,-51.9664,118.502,48.0061,17.1671,-70.0373
999,-16.5633,-51.8551,118.357,47.8305,17.653,-70.5115
1000,-16.4355,-51.5437,118.286,47.9959,17.2546,-70.2724
1001,-16.3387,-51.4215,118.129,47.9494,17.5182,-70.675
1002,-16.3183,-51.4088,117.799,47.7896,18.0287,-71.288
1003,-16.2863,-51.3552,117.607,47.934,17.8433,-71.3506
1004,-16.5153,-51.0704,116.566,48.1246,18.5704,-72.9287
1005,-16.5157,-51.1068,117.258,49.2027,15.5078,-70.7141
1006,-16.8157,-51.0606,117.53,49.2474,15.9865,-70.815
1007,-16.3649,-50.3692,116.392,48.8372,17.3424,-71.943
1008,-16.5276,-50.4809,116.858,49.0886,16.5945,-71.2812
1009,-16.3538,-50.3122,116.747,50.0611,13.6176,-68.3064
1010,-16.1706,-50.1493,116.483,50.453,13.423,-67.6958
1011,-16.1026,-50.3482,116.449,50.7537,13.3445,-67.298
1012,-16.2396,-50.6654,116.827,50.5964,13.9558,-67.2431
1013,-15.8107,-50.5017,116.595,48.5626,12.6512,-66.0057
1014,-15.6462,-50.1488,116.789,46.6934,9.94041,-63.8878
1015,-15.3614,-49.679,117.43,46.0694,9.65518,-63.4701
1016,-15.2681,-49.7225,117.592,45.1505,12.2754,-65.5502
1017,-15.3947,-49.834,117.411,45.6242,11.5785,-64.9391
1018,-15.1609,-49.6377,117.322,45.3218,11.4252,-64.8206
1019,-15.0809,-49.6758,117.239,45.0091,11.4918,-64.8347
1020,-14.9887,-49.8064,117.103,44.553,11.7683,-64.9912
1021,-14.6981,-49.4583,117.617,42.5222,14.5362,-67.1351
1022,-14.1511,-49.2876,116.832,42.5496,6.41667,-60.5001
1023,-14.1015,-49.3403,117.659,42.6269,3.35081,-57.4783
1024,-14.8045,-50.0988,117.92,40.7675,12.8905,-65.997
1025,-14.2828,-48.7993,116.866,41.6959,8.92581,-62.7285
1026,-13.9658,-47.886,116.539,41.2994,9.10669,-62.9971
1027,-13.9576,-47.9645,116.878,40.2366,12.2971,-65.8493
1028,-13.3228,-46.9329,115.52,41.1729,7.24627,-62.1435
1029,-13.2973,-47.8479,116.666,40.7098,8.66139,-64.1103
1030,-13.0636,-47.4587,114.751,38.205,16.9707,-73.9923
1031,-13.7831,-47.4845,114.628,38.1215,14.6197,-72.8473
1032,-14.1689,-48.1101,116.298,38.6164,13.9807,-71.3585
1033,-14.3454,-47.6306,115.985,38.3129,14.1335,-72.1235
1034,-14.0008,-46.4699,115.126,38.285,15.8071,-74.5608
1035,-13.8318,-46.1736,115.004,39.0255,15.7011,-74.29
1036,-13.9054,-46.1425,115.526,39.5355,14.848,-73.1498
1037,-14.5373,-47.1923,115.652,41.3966,16.1182,-74.1347
1038,-14.5652,-47.2231,114.494,43.0275,16.4161,-74.3331
1039,-14.329,-46.7184,114.376,44.2823,12.9525,-71.2869
1040,-14.456,-46.7342,114.535,43.3525,13.9575,-72.1377
1041,-13.7203,-47.0102,115.415,37.6937,13.5085,-71.8364
1042,-12.9633,-46.1405,115.404,37.3602,9.34584,-67.1115
1043,-12.6203,-46.2306,116.312,35.8449,6.51966,-62.9216
1044,-12.5269,-46.1583,115.484,31.6972,16.0453,-74.962
1045,-11.7015,-47.0941,115.906,33.3256,8.21006,-64.6144
1046,-11.2805,-46.8561,115.894,29.4827,11.1974,-67.7639
1047,-11.4117,-48.3507,116.342,27.3211,12.1423,-68.8903
1048,-11.4038,-48.5527,114.822,25.8498,14.2075,-72.7673
1049,-11.9754,-49.8871,114.513,26.141,13.0758,-70.5035
1050,-12.108,-49.3506,115.228,26.0839,13.2746,-70.5808
1051,-12.2201,-49.4332,115.101,25.7199,13.5205,-70.8783
1052,-12.3115,-49.3666,115.163,25.4358,13.562,-70.7741
1053,-12.0664,-48.8847,115.301,25.3808,13.5464,-70.6938
1054,-11.6552,-48.5262,115.406,25.1236,13.9597,-71.524
1055,-11.2577,-48.3613,115.464,24.4763,14.762,-73.3057
1056,-11.2488,-48.6153,115.43,24.2883,14.6908,-73.4291
1057,-11.5002,-48.9754,115.504,23.7368,15.0024,-74.2546
1058,-11.7113,-49.3733,115.447,23.4437,14.9974,-74.4903
1059,-12.0362,-49.61,115.61,22.9246,15.4438,-75.3567
1060,-12.291,-49.6813,115.9,22.5481,15.8502,-75.9662
1061,-12.2291,-49.4816,116.135,22.205,16.2675,-76.667
1062,-12.5311,-49.7322,116.855,19.8341,20.1236,-83.1465
1063,-12.6827,-49.6833,116.893,20.3529,17.8668,-79.9381
1064,-12.5499,-49.5458,117.246,20.0172,18.2908,-80.7462
1065,-12.293,-49.17,118.904,17.7609,19.4243,-83.7715
1066,-11.945,-49.5918,117.915,17.1628,19.1496,-84.6306
1067,-12.1878,-49.859,119.054,17.193,18.7841,-82.7509
1068,-12.6121,-50.2241,118.82,16.7592,19.4815,-84.6348
1069,-12.6574,-50.4122,119.154,15.8948,19.8381,-85.6281
1070,-12.6313,-50.5027,119.457,14.7954,20.4063,-87.0822
1071,-12.6772,-50.5435,119.508,13.8947,21.0502,-88.9303
1072,-12.6703,-50.4556,119.586,12.8407,21.7331,-90.8646
1073,-12.6481,-50.3327,119.682,12.521,21.8835,-91.1474
1074,-12.6612,-50.2167,119.755,11.3739,22.5356,-93.1555
1075,-12.5875,-50.0983,119.623,10.923,22.6871,-93.7323
1076,-12.4207,-50.0187,119.608,10.3228,22.9355,-94.4607
1077,-12.3803,-49.9896,119.659,9.81052,23.1771,-95.1355
1078,-12.3579,-50.0408,119.634,8.95032,23.5883,-96.4389
1079,-12.2717,-50.0225,119.601,8.13269,24.0456,-98.0652
1080,-12.3691,-50.0251,119.527,7.38709,24.3508,-99.2202
1081,-12.3489,-49.8758,119.555,6.53163,24.7998,-100.973
1082,-12.2506,-49.5854,119.539,5.63883,25.2302,-102.87
1083,-12.1862,-49.3879,119.501,6.13205,25.0256,-101.738
1084,-11.9799,-49.1552,119.648,6.40889,24.9103,-101.061
1085,-11.9058,-49.2996,119.625,7.07046,24.4481,-99.3711
1086,-11.8521,-49.4681,119.683,7.54511,24.1073,-98.0806
1087,-11.8699,-49.6392,119.7,7.6922,23.812,-97.3353
1088,-11.9929,-49.7288,119.781,6.96508,24.0549,-98.7151
1089,-11.9859,-49.6275,119.864,6.88273,23.9843,-98.7451
1090,-11.9689,-49.9514,119.974,11.1449,21.0952,-89.4403
1091,-12.0595,-50.1642,120.015,12.9382,19.3054,-84.9702
1092,-12.4315,-50.1527,120.681,12.373,19.5041,-85.7492
1093,-12.2165,-49.6205,120.9,13.9382,17.825,-81.7766
1094,-11.3351,-48.6248,120.586,16.6441,15.4617,-76.1557
1095,-11.3232,-49.0852,120.588,17.1329,13.8076,-73.671
1096,-11.2333,-48.9836,121.185,16.7522,15.3662,-76.2969
1097,-11.1653,-49.2788,121.316,17.9717,13.6354,-72.8909
1098,-11.3329,-49.2094,121.12,18.2777,12.819,-71.5324
1099,-11.31,-49.2353,121.062,18.7325,11.976,-69.9826
1100,-11.2157,-48.9615,121.118,19.0457,11.5223,-69.1286
1101,-11.2137,-48.985,121.091,18.9,11.6754,-69.5954
1102,-11.1359,-48.9684,121.046,18.5085,12.2173,-70.8055
1103,-10.973,-47.965,121.02,15.5285,16.7654,-79.7742
1104,-10.6649,-47.9229,120.698,14.5017,17.5416,-81.9043
1105,-11.0039,-48.6848,120.713,12.8229,18.7771,-85.3028
1106,-11.2314,-49.1627,120.749,10.2227,20.9999,-91.2954
1107,-10.9929,-48.7897,120.513,11.143,20.4693,-89.2893
1108,-11.4464,-49.4218,120.542,9.60544,21.7168,-92.7146
1109,-12.4229,-50.1023,120.617,6.32043,22.8225,-97.9757
1110,-12.6083,-49.7463,120.805,3.42099,24.3645,-103.733
1111,-11.7536,-48.6201,120.294,3.51492,25.0838,-104.856
1112,-11.5129,-48.2909,120.121,2.7125,25.4146,-105.988
1113,-11.6756,-47.9112,120.795,-3.6513,27.2798,-117.339
1114,-11.6973,-48.6891,120.524,-0.102365,26.3319,-110.46
1115,-12.0581,-48.9272,120.827,-2.12493,26.8174,-114.182
1116,-12.7759,-49.4608,121.266,-2.99828,26.7581,-114.857
1117,-12.7556,-49.2724,121.738,-3.55516,27.3613,-116.801
1118,-13.2163,-50.5046,122.844,-1.38486,27.4827,-111.869
1119,-13.6427,-50.3652,122.681,-2.33931,27.7743,-113.713
1120,-13.0438,-49.631,122.536,-3.95872,28.1674,-117.55
1121,-12.9581,-50.1324,122.355,-2.14234,28.1175,-114.14
1122,-13.1465,-50.4601,122.264,-3.02899,28.3803,-115.795
1123,-13.2434,-51.4672,121.765,-5.3031,29.0914,-118.498
1124,-12.8618,-51.547,120.933,-8.36329,28.9764,-122.958
1125,-13.2092,-52.8402,121.549,-1.07738,28.4306,-105.999
1126,-13.2026,-52.0331,121.7,-8.88532,28.489,-119.365
1127,-11.6267,-51.6753,121.893,-7.3268,28.698,-114.64
1128,-12.2739,-52.7046,122.062,-4.30172,28.1272,-105.112
1129,-12.0088,-51.8524,121.552,-8.43008,27.6439,-112.931
1130,-11.7698,-51.9967,121.494,-8.49827,27.5959,-111.75
1131,-12.5847,-53.1608,121.968,-4.8634,27.8603,-103.14
1132,-12.3922,-52.9428,122.138,-4.99258,28.069,-102.234
1133,-12.2167,-52.9647,121.91,-7.35382,27.7666,-107.767
1134,-12.2983,-53.1,122.11,-8.72253,27.6731,-108.602
1135,-11.8987,-52.9254,122.317,-12.7602,27.9451,-116.757
1136,-12.4993,-53.1728,122.584,-10.0546,28.4366,-108.003
1137,-12.5364,-52.8659,122.447,-16.6281,27.4386,-121.56
1138,-12.1826,-52.5516,122.331,-15.5391,28.0906,-119.139
1139,-12.4231,-52.6549,122.832,-16.1926,28.7154,-118.22
1140,-12.4215,-52.7997,122.537,-16.7634,29.1159,-118.504
1141,-11.624,-53.389,122.041,-15.6878,29.8761,-116.649
1142,-12.4966,-54.7203,123.166,-10.5477,32.5554,-103.643
1143,-12.6372,-52.9811,122.357,-23.4457,28.2301,-127.608
1144,-11.2954,-54.284,123.033,-21.3171,30.359,-123.447
1145,-11.5433,-54.9939,124.099,-17.8281,33.0942,-113.161
1146,-11.9542,-54.2598,123.605,-30.2328,26.1041,-136.252
1147,-11.0938,-54.0839,123.724,-27.661,28.7138,-130.191
1148,-11.9186,-56.9384,124.446,-20.1276,32.4457,-114.455
1149,-11.9828,-56.0572,125.714,-23.2751,31.9229,-118.756
1150,-11.1898,-55.9138,124.284,-30.3713,26.2402,-133.742
1151,-9.83856,-55.8807,125.468,-24.4043,30.9506,-121.739
1152,-11.4679,-56.9421,125.87,-26.794,29.5274,-124.076
1153,-11.6659,-57.1233,126.021,-25.6235,30.1455,-121.353
1154,-10.9474,-58.0709,125.776,-25.1481,29.9894,-121.95
1155,-10.4036,-57.4998,127.32,-31.3387,26.5433,-132.056
1156,-11.1098,-56.7475,128.457,-35.6391,22.6137,-139.252
1157,-9.86481,-57.905,127.592,-26.8757,29.5917,-122.214
1158,-10.0714,-57.2812,129.585,-23.1115,33.7351,-112.657
1159,-10.9522,-58.4513,129.03,-28.1496,29.209,-121.901
1160,-11.2304,-58.8086,128.73,-23.5027,31.4817,-112.188
1161,-10.8601,-60.099,129.233,-21.7761,33.4255,-108.771
1162,-11.5711,-60.4012,129.081,-25.1397,31.222,-113.666
1163,-10.7325,-59.2224,129.439,-26.356,30.5763,-117.193
1164,-10.2134,-58.3974,129.319,-32.3264,25.4729,-129.476
1165,-9.78172,-59.4019,130.14,-30.9519,26.6654,-126.465
1166,-10.2772,-58.1529,131.284,-19.0111,34.049,-102.332
1167,-9.09398,-57.3006,130.237,-31.1382,25.7834,-128.158
1168,-9.81557,-57.9294,130.263,-26.5307,29.6993,-117.206
1169,-9.59366,-57.2786,130.204,-17.1811,32.6726,-100.114
1170,-9.85232,-58.1693,129.968,-21.9634,31.4799,-108.538
1171,-10.3932,-60.0963,128.79,-26.3188,27.6877,-117.969
1172,-10.1618,-58.9484,129.601,-26.1222,28.868,-116.339
1173,-10.2527,-57.2605,130.676,-30.791,25.1494,-125.518
1174,-10.1235,-57.8734,129.637,-26.9374,26.2666,-118.754
1175,-10.1235,-57.8734,129.637,-26.9374,26.2666,-118.754
1176,-8.85183,-59.605,130.213,-7.5766,30.3042,-81.8252
1177,-10.0227,-58.7698,129.836,-11.7046,28.3659,-88.9267
1178,-8.03521,-58.3244,130.504,-18.1247,26.3542,-104.628
1179,-9.03695,-58.7875,130.481,-13.3209,26.6755,-94.8178
1180,-9.69621,-58.9283,130.853,-8.1076,26.8389,-87.0461
1181,-10.2617,-56.7618,130.829,-18.1184,24.4436,-112.465
1182,-10.2698,-58.4095,130.439,0.35933,26.279,-84.4128
1183,-11.6755,-58.9044,130.538,7.19148,24.5548,-74.9511
1184,-12.2187,-58.7239,131.103,1.17996,27.125,-89.333
1185,-11.3819,-57.4591,130.702,0.358829,27.7931,-92.8966
1186,-11.6452,-57.5533,130.756,0.142171,27.5681,-93.0069
1187,-11.5698,-57.3939,130.707,0.385563,27.6993,-93.4443
1188,-12.2112,-57.0717,130.751,1.59633,28.7266,-97.8753
1189,-12.7277,-58.244,131.173,6.67142,27.3427,-88.248
1190,-13.0122,-57.687,131.414,5.92325,27.7711,-90.0193
1191,-12.4303,-57.3565,130.802,4.8372,27.9567,-92.4139
1192,-12.5167,-57.5744,130.795,6.08386,27.5193,-90.3099
1193,-12.4175,-57.2158,130.531,9.70012,25.9315,-84.6065
1194,-13.3711,-58.0112,130.543,10.7599,26.062,-85.5166
1195,-13.8277,-58.8475,130.019,12.736,24.588,-81.9886
1196,-12.5476,-57.0049,130.162,14.6637,24.0418,-79.3878
1197,-13.1054,-58.0006,130.079,14.8746,23.6519,-79.0064
1198,-13.4701,-58.2482,130.012,15.4951,23.0892,-77.7987
1199,-13.7326,-58.6105,129.626,17.864,21.2995,-73.7751
1200,-13.8047,-58.6214,129.729,17.7207,22.2259,-75.3797
1201,-13.8719,-58.6568,129.751,18.4377,21.7417,-74.3037
1202,-13.8555,-58.6253,129.81,19.3229,20.9747,-72.7386
1203,-13.8951,-58.7164,129.873,19.7117,20.5745,-72.0937
1204,-13.9454,-58.6932,129.932,19.7241,20.6354,-72.2784
1205,-14.0426,-58.8668,130.008,20.0926,20.1873,-71.3784
1206,-14.1389,-58.9731,130.186,20.1138,20.2705,-71.5657
1207,-14.2762,-59.0983,130.269,19.973,20.4326,-71.9783
1208,-14.3826,-59.1747,130.537,20.2752,20.2454,-71.4019
1209,-14.4276,-59.2052,130.715,20.3235,20.3168,-71.4329
1210,-14.5867,-59.3117,130.992,20.3618,20.4124,-71.472
1211,-14.6063,-59.3182,131.137,20.2937,20.6117,-71.8336
1212,-14.6013,-59.4217,131.28,20.2164,20.7875,-72.2373
1213,-14.6431,-59.4402,131.402,20.1802,20.9023,-72.4283
1214,-14.8172,-59.8603,131.782,20.0644,21.2024,-72.8883
1215,-14.8438,-59.967,131.867,20.225,21.1445,-72.6058
1216,-14.629,-60.1307,132.162,20.8857,21.0662,-71.9258
1217,-15.0109,-60.962,133.069,19.4754,22.767,-74.3765
1218,-14.5411,-60.3568,133.077,18.9064,23.7915,-76.138
1219,-14.3556,-61.165,133.35,19.7553,22.9015,-73.8896
1220,-15.1009,-61.6164,134.134,18.9772,23.6553,-74.885
1221,-14.5539,-61.2494,133.948,19.7657,22.9536,-73.4333
1222,-14.6662,-61.5147,133.931,19.5049,23.1825,-74.0741
1223,-14.6924,-61.5752,134.133,19.7203,22.9974,-73.4753
1224,-14.6706,-61.6684,134.176,19.8073,22.8628,-73.2069
1225,-14.7183,-61.7256,134.209,19.8114,22.8057,-73.1096
1226,-14.6798,-61.7388,134.235,19.8185,22.8134,-73.0905
1227,-14.619,-61.6049,134.215,19.7726,22.8807,-73.1945
1228,-14.4403,-61.2287,133.964,19.5651,23.1015,-73.5666
1229,-14.3508,-61.0447,133.476,20.8199,21.1726,-70.2215
1230,-13.7732,-60.1483,132.927,20.9302,21.3348,-69.6544
1231,-13.2454,-59.0807,131.303,18.1076,23.4994,-76.0995
1232,-13.7615,-58.3506,129.806,19.7696,21.6471,-74.3273
1233,-13.4499,-57.3156,129.347,21.6903,20.6306,-72.1544
1234,-14.1834,-57.3803,129.596,21.5827,20.502,-71.5969
1235,-13.2978,-55.8804,128.308,19.1608,23.5625,-79.0706
1236,-13.7798,-55.3471,126.817,22.501,20.5402,-73.5605
